Date,SJC,Gold-global(USD),Gold-global(VND),Spread,VND/USD,DXY,TNX,Oil_Price,VNIndex,Bitcoin,Spread_lag1
2021-11-21,60500000,1844.6,50372411,10127589,22650,96.07,0.4703,76.42,1452.35,58730.48,10127589.0
2021-11-22,60000000,1805.04,49307339,10692661,22657,96.5,0.4703,77.26,1447.25,56289.29,10127589.0
2021-11-23,60050000,1789.73,48917175,11132825,22670,96.49,0.4703,79.08,1463.63,57569.07,10692661.0
2021-11-24,60100000,1788.5,48894338,11205662,22675,96.84,0.4703,79.17,1488.87,56280.43,11132825.0
2021-11-25,60150000,1788.45,48903752,11246248,22680,96.84,0.4703,78.17,1500.81,57274.68,11205662.0
2021-11-26,61050000,1791.81,48974026,12075974,22670,96.09,0.4703,68.89,1493.03,53569.77,11246248.0
2021-11-27,60850000,1791.81,48974026,11875974,22670,96.09,0.4703,68.89,1493.03,54815.08,12075974.0
2021-11-28,60850000,1791.81,48974026,11875974,22670,96.09,0.4703,72.0,1493.03,57248.46,11875974.0
2021-11-29,60650000,1785.01,48805384,11844616,22678,96.34,0.4703,71.42,1484.84,57806.57,11875974.0
2021-11-30,60700000,1773.78,48523998,12176002,22690,95.99,0.4703,67.47,1478.44,57005.43,11844616.0
2021-12-01,60650000,1782.66,48762623,11887377,22688,96.05,0.4703,66.77,1485.19,57229.83,12176002.0
2021-12-02,60700000,1768.64,48426034,12273966,22710,96.13,0.4703,67.84,1482.05,56477.82,11887377.0
2021-12-03,60850000,1783.74,48882490,11967510,22730,96.12,0.4703,66.74,1443.32,53598.25,12273966.0
2021-12-04,61100000,1783.74,48882490,12217510,22730,96.12,0.4703,66.74,1443.32,49200.7,11967510.0
2021-12-05,61100000,1783.74,48882490,12217510,22730,96.12,0.4703,67.95,1443.32,49368.85,12217510.0
2021-12-06,61500000,1778.11,48942581,12557419,22830,96.29,0.4703,70.16,1413.58,50582.62,12217510.0
2021-12-07,61350000,1784.04,49514482,11835518,23020,96.37,0.4703,72.22,1446.77,50700.09,12557419.0
2021-12-08,61100000,1782.06,49566956,11533044,23070,95.89,0.4703,72.94,1452.87,50504.8,11835518.0
2021-12-09,61250000,1774.46,49034659,12215341,22920,96.27,0.4703,70.84,1467.98,47672.12,11533044.0
2021-12-10,61250000,1782.51,49386054,11863946,22980,96.05,0.4703,72.27,1463.54,47243.3,12215341.0
2021-12-11,61400000,1782.51,49386054,12013946,22980,96.05,0.4703,72.27,1463.54,49362.51,11863946.0
2021-12-12,61400000,1782.51,49386054,12013946,22980,96.05,0.4703,72.72,1463.54,50098.34,12013946.0
2021-12-13,61550000,1786.94,49605741,11944259,23025,96.32,0.4703,71.47,1476.21,46737.48,12013946.0
2021-12-14,61600000,1770.18,49033769,12566231,22975,96.57,0.4703,70.51,1476.02,46612.63,11944259.0
2021-12-15,61400000,1777.06,49277907,12122093,23000,96.51,0.4703,71.83,1475.5,48896.72,12566231.0
2021-12-16,61550000,1799.03,49952206,11597794,23030,96.04,0.4703,72.08,1476.61,47665.43,12122093.0
2021-12-17,61750000,1797.68,49828027,11921973,22990,96.57,0.4703,70.53,1479.79,46202.14,11597794.0
2021-12-18,61600000,1797.68,49828027,11771973,22990,96.57,0.4703,70.53,1479.79,46848.78,11921973.0
2021-12-19,61600000,1797.68,49828027,11771973,22990,96.57,0.4703,69.61,1479.79,46707.02,11771973.0
2021-12-20,61700000,1789.32,49574731,12125269,22980,96.55,0.4703,69.56,1477.33,46880.28,11771973.0
2021-12-21,61550000,1788.36,49436014,12113986,22928,96.49,0.4703,71.61,1478.74,48936.61,12125269.0
2021-12-22,61550000,1803.4,49862640,11687360,22933,96.08,0.4703,73.42,1477.67,48628.51,12113986.0
2021-12-23,61600000,1807.91,50035291,11564709,22955,96.02,0.4703,74.06,1456.96,50784.54,11687360.0
2021-12-24,61550000,1808.11,50029927,11520073,22950,96.02,0.4703,74.06,1477.03,50822.2,11564709.0
2021-12-25,61600000,1808.11,50029927,11570073,22950,96.02,0.4703,74.06,1477.03,50429.86,11520073.0
2021-12-26,61600000,1808.11,50029927,11570073,22950,96.02,0.4703,73.61,1477.03,50809.52,11570073.0
2021-12-27,61550000,1810.9,49866961,11683039,22840,96.09,0.4703,76.14,1488.88,50640.42,11570073.0
2021-12-28,61500000,1805.37,49649381,11850619,22810,96.2,0.4703,76.42,1494.39,47588.86,11683039.0
2021-12-29,61300000,1803.66,49656719,11643281,22835,95.93,0.4703,76.84,1485.82,46444.71,11850619.0
2021-12-30,61300000,1815.01,49936373,11363627,22820,95.97,0.4703,76.61,1485.97,47178.12,11643281.0
2021-12-31,61650000,1828.39,50183254,11466746,22765,95.67,0.4703,75.63,1498.28,46306.45,11363627.0
2022-01-01,61650000,1828.39,50183254,11466746,22765,95.67,0.4703,75.63,1498.28,47686.81,11466746.0
2022-01-02,61650000,1828.39,50183254,11466746,22765,95.67,0.4703,76.03,1498.28,47345.22,11466746.0
2022-01-03,61600000,1800.85,49557645,12042355,22825,96.24,0.4703,76.17,1498.28,46458.12,11466746.0
2022-01-04,61600000,1814.56,49934930,11665070,22825,96.29,0.4703,77.25,1525.58,45897.57,12042355.0
2022-01-05,61700000,1809.53,49637248,12062752,22752,96.19,0.4703,77.39,1522.5,43569.0,11665070.0
2022-01-06,61450000,1788.68,49071781,12378219,22755,96.25,0.4703,79.69,1528.57,43160.93,12062752.0
2022-01-07,61600000,1795.63,49240803,12359197,22745,95.74,0.4703,79.07,1528.48,41557.9,12378219.0
2022-01-08,61750000,1795.63,49240803,12509197,22745,95.74,0.4703,79.07,1528.48,41733.94,12359197.0
2022-01-09,61750000,1795.63,49240803,12509197,22745,95.74,0.4703,78.7,1528.48,41911.6,12509197.0
2022-01-10,61500000,1801.41,49268993,12231007,22685,95.99,0.4703,78.7,1503.71,41821.26,12509197.0
2022-01-11,61650000,1822.01,49854375,11795625,22695,95.62,0.4703,81.42,1492.31,42735.86,12231007.0
2022-01-12,61600000,1825.32,49951546,11648454,22698,95.0,0.4703,82.86,1510.51,43949.1,11795625.0
2022-01-13,61700000,1822.09,49863154,11836846,22698,94.79,0.4703,82.03,1496.05,42591.57,11648454.0
2022-01-14,61700000,1817.22,49756173,11943827,22710,95.17,0.4703,84.35,1496.02,43099.7,11836846.0
2022-01-15,61700000,1817.22,49756173,11943827,22710,95.17,0.4703,84.35,1496.02,43177.4,11943827.0
2022-01-16,61700000,1817.22,49756173,11943827,22710,95.17,0.4703,84.5,1496.02,43113.88,11943827.0
2022-01-17,61700000,1818.99,49804637,11895363,22710,95.17,0.4703,84.33,1452.84,42250.55,11943827.0
2022-01-18,61700000,1813.54,49677279,12022721,22720,95.73,0.4703,86.75,1438.94,42375.63,11895363.0
2022-01-19,61750000,1839.96,50467537,11282463,22750,95.51,0.4703,85.58,1442.79,41744.33,12022721.0
2022-01-20,61700000,1838.36,50312830,11387170,22700,95.74,0.4703,84.67,1465.3,40680.42,11282463.0
2022-01-21,61750000,1833.24,50051141,11698859,22645,95.64,0.4703,85.43,1472.89,36457.32,11387170.0
2022-01-22,61930000,1833.24,50051141,11878859,22645,95.64,0.4703,85.43,1472.89,35030.25,11698859.0
2022-01-23,61930000,1833.24,50051141,11878859,22645,95.64,0.4703,86.39,1472.89,36276.8,11878859.0
2022-01-24,62100000,1843.06,50274805,11825195,22625,95.92,0.4703,84.7,1439.71,36654.33,11878859.0
2022-01-25,62550000,1847.56,50508931,12041069,22675,95.95,0.4703,85.86,1479.58,36954.0,11825195.0
2022-01-26,62450000,1818.12,49605454,12844546,22630,96.49,0.4703,87.89,1481.58,36852.12,12041069.0
2022-01-27,62550000,1796.51,49015848,13534152,22630,97.26,0.4703,87.86,1470.76,37138.23,12844546.0
2022-01-28,62500000,1791.03,48866332,13633668,22630,97.27,0.4703,87.79,1478.96,37784.33,13534152.0
2022-01-29,62500000,1791.03,48866332,13633668,22630,97.27,0.4703,87.79,1478.96,38138.18,13633668.0
2022-01-30,62500000,1791.03,48866332,13633668,22630,97.27,0.4703,88.19,1478.96,37917.6,13633668.0
2022-01-31,62500000,1796.47,49047246,13452754,22645,96.54,0.4703,88.8,1478.96,38483.12,13633668.0
2022-02-01,62500000,1800.65,49161368,13338632,22645,96.39,0.4703,88.73,1478.96,38743.27,13452754.0
2022-02-02,62500000,1806.5,49321085,13178915,22645,95.94,0.4703,88.02,1478.96,36952.98,13338632.0
2022-02-03,62500000,1804.4,49263751,13236249,22645,95.38,0.4703,90.52,1478.96,37154.6,13178915.0
2022-02-04,62500000,1807.49,49348114,13151886,22645,95.48,0.4703,92.33,1478.96,41500.88,13236249.0
2022-02-05,62500000,1807.49,49348114,13151886,22645,95.48,0.4703,92.33,1478.96,41441.16,13151886.0
2022-02-06,62500000,1807.49,49348114,13151886,22645,95.48,0.4703,92.14,1478.96,42412.43,13151886.0
2022-02-07,63450000,1820.31,49698126,13751874,22645,95.4,0.4703,91.69,1497.66,43840.29,13151886.0
2022-02-08,62500000,1825.48,49883295,12616705,22665,95.64,0.4703,90.08,1500.99,44118.45,13751874.0
2022-02-09,62150000,1832.43,50183675,11966325,22715,95.49,0.4703,90.28,1505.38,44338.8,12616705.0
2022-02-10,62200000,1826.57,49946114,12253886,22680,95.55,0.4703,90.17,1506.79,43565.11,11966325.0
2022-02-11,62350000,1859.96,50859137,11490863,22680,96.08,0.4703,94.17,1501.71,42407.94,12253886.0
2022-02-12,62700000,1859.96,50859137,11840863,22680,96.08,0.4703,94.17,1501.71,42244.47,11490863.0
2022-02-13,62700000,1859.96,50859137,11840863,22680,96.08,0.4703,94.55,1501.71,42197.52,11840863.0
2022-02-14,62950000,1870.29,51152877,11797123,22685,96.37,0.4703,94.97,1471.96,42586.92,11840863.0
2022-02-15,62950000,1853.06,50770998,12179002,22725,95.99,0.4703,92.55,1492.75,44575.2,11797123.0
2022-02-16,62900000,1868.37,51246784,11653216,22750,95.7,0.4703,91.42,1492.1,43961.86,12179002.0
2022-02-17,63150000,1897.27,52039471,11110529,22750,95.8,0.4703,91.8,1507.99,40538.01,11653216.0
2022-02-18,63200000,1897.87,52136014,11063986,22785,96.04,0.4703,92.52,1504.84,40030.98,11110529.0
2022-02-19,63250000,1897.87,52136014,11113986,22785,96.04,0.4703,92.52,1504.84,40122.16,11063986.0
2022-02-20,63250000,1897.87,52136014,11113986,22785,96.04,0.4703,93.33,1504.84,38431.38,11113986.0
2022-02-21,63400000,1905.63,52429601,10970399,22820,96.04,0.4703,94.31,1510.84,37075.28,11113986.0
2022-02-22,63600000,1898.13,52177484,11422516,22800,96.03,0.4703,93.28,1503.47,38286.03,10970399.0
2022-02-23,63900000,1907.55,52470927,11429073,22815,96.19,0.4703,94.36,1512.3,37296.57,11422516.0
2022-02-24,65650000,1903.14,52372566,13277434,22825,97.14,0.4703,96.28,1494.85,38332.61,11429073.0
2022-02-25,65800000,1887.56,51977956,13822044,22840,96.62,0.4703,93.41,1498.89,39214.22,13277434.0
2022-02-26,65750000,1887.56,51977956,13772044,22840,96.62,0.4703,93.41,1498.89,39105.15,13822044.0
2022-02-27,65750000,1887.56,51977956,13772044,22840,96.62,0.4703,98.13,1498.89,37709.79,13772044.0
2022-02-28,65950000,1907.9,52492055,13457945,22820,96.71,0.4703,97.25,1490.13,43193.23,13772044.0
2022-03-01,66400000,1943.22,53428672,12971328,22805,97.41,0.4703,107.77,1498.78,44354.64,13457945.0
2022-03-02,67400000,1926.11,52981456,14418544,22815,97.39,0.4703,112.22,1485.52,43924.12,12971328.0
2022-03-03,67350000,1935.21,53290099,14059901,22840,97.79,0.4703,110.52,1505.0,42451.79,14418544.0
2022-03-04,67700000,1968.45,54193567,13506433,22835,98.65,0.4703,116.37,1505.33,39137.61,14059901.0
2022-03-05,69300000,1968.45,54193567,15106433,22835,98.65,0.4703,116.37,1505.33,39400.59,13506433.0
2022-03-06,69000000,1968.45,54193567,14806433,22835,98.65,0.4703,128.26,1505.33,38419.98,15106433.0
2022-03-07,73500000,1998.11,54998093,18501907,22830,99.29,0.4703,122.09,1499.05,38062.04,14806433.0
2022-03-08,72000000,2052.41,56529822,15470178,22845,99.06,0.4703,126.47,1473.71,38737.27,18501907.0
2022-03-09,70200000,1991.49,54851893,15348107,22845,97.97,0.4703,111.59,1473.74,41982.93,15470178.0
2022-03-10,69600000,1995.86,54948194,14651806,22835,98.51,0.4703,108.32,1479.08,39437.46,15348107.0
2022-03-11,70200000,1985.29,54657190,15542810,22835,99.12,0.4703,110.0,1466.54,38794.97,14651806.0
2022-03-12,69800000,1985.29,54657190,15142810,22835,99.12,0.4703,110.0,1466.54,38904.01,15542810.0
2022-03-13,69800000,1985.29,54657190,15142810,22835,99.12,0.4703,107.76,1466.54,37849.66,15142810.0
2022-03-14,69000000,1951.11,53805567,15194433,22873,99.06,0.4703,101.84,1446.25,39666.75,15142810.0
2022-03-15,68700000,1917.84,52927392,15772608,22890,99.07,0.4703,96.28,1452.74,39338.79,15194433.0
2022-03-16,68200000,1927.93,53182606,15017394,22880,98.38,0.4703,96.69,1459.33,41143.93,15772608.0
2022-03-17,68700000,1942.64,53586044,15113956,22879,98.01,0.4703,103.92,1461.34,40951.38,15017394.0
2022-03-18,69100000,1921.09,52959179,16140821,22865,98.23,0.4703,105.47,1469.1,41801.16,15113956.0
2022-03-19,68900000,1921.09,52959179,15940821,22865,98.23,0.4703,105.47,1469.1,42190.65,16140821.0
2022-03-20,68900000,1921.09,52959179,15940821,22865,98.23,0.4703,106.65,1469.1,41247.82,15940821.0
2022-03-21,68700000,1935.95,53357158,15342842,22860,98.5,0.4703,114.2,1494.95,41078.0,15940821.0
2022-03-22,68750000,1921.44,52957245,15792755,22860,98.49,0.4703,110.59,1503.78,42358.81,15342842.0
2022-03-23,68800000,1943.38,53585369,15214631,22870,98.62,0.4703,116.44,1502.34,42892.96,15792755.0
2022-03-24,68900000,1957.48,53978872,14921128,22872,98.79,0.4703,113.83,1498.26,43960.93,15214631.0
2022-03-25,69250000,1957.4,53969586,15280414,22869,98.81,0.4703,114.39,1498.5,44348.73,14921128.0
2022-03-26,69450000,1957.4,53969586,15480414,22869,98.81,0.4703,114.39,1498.5,44500.83,15280414.0
2022-03-27,69450000,1957.4,53969586,15480414,22869,98.81,0.4703,112.31,1498.5,46820.49,15480414.0
2022-03-28,69300000,1923.2,53008071,16291929,22861,99.09,0.4703,105.47,1483.18,47128.0,15480414.0
2022-03-29,69100000,1919.19,52895232,16204768,22860,98.4,0.4703,107.69,1497.76,47465.73,16291929.0
2022-03-30,68700000,1933.06,53289159,15410841,22865,97.79,0.4703,108.88,1490.51,47062.66,16204768.0
2022-03-31,68850000,1937.23,53378423,15471577,22854,98.31,0.4703,102.19,1492.15,45538.68,15410841.0
2022-04-01,69100000,1924.3,52985029,16114971,22838,98.63,0.4703,100.57,1516.44,46281.64,15471577.0
2022-04-02,69050000,1924.3,52985029,16064971,22838,98.63,0.4703,100.57,1516.44,45868.95,16114971.0
2022-04-03,69050000,1924.3,52985029,16064971,22838,98.63,0.4703,99.39,1516.44,46453.57,16064971.0
2022-04-04,69000000,1932.44,53206832,15793168,22837,98.99,0.4703,105.3,1524.7,46622.68,16064971.0
2022-04-05,68850000,1923.76,52988716,15861284,22846,99.47,0.4703,101.94,1520.03,45555.99,15793168.0
2022-04-06,68800000,1925.48,53098771,15701229,22873,99.6,0.4703,97.59,1522.9,43206.74,15861284.0
2022-04-07,68850000,1932.17,53266954,15583046,22866,99.75,0.4703,97.69,1502.35,43503.85,15701229.0
2022-04-08,69050000,1945.85,53627669,15422331,22859,99.8,0.4703,98.6,1482.0,42287.66,15583046.0
2022-04-09,69450000,1945.85,53627669,15822331,22859,99.8,0.4703,98.6,1482.0,42782.14,15422331.0
2022-04-10,69450000,1945.85,53627669,15822331,22859,99.8,0.4703,97.33,1482.0,42207.67,15822331.0
2022-04-11,69450000,1953.43,53838929,15611071,22860,99.93,0.4703,95.83,1482.0,39521.9,15822331.0
2022-04-12,69500000,1966.59,54201634,15298366,22860,100.29,0.4703,101.91,1455.25,40127.18,15611071.0
2022-04-13,69800000,1977.72,54575155,15224845,22888,99.88,0.4703,104.19,1477.2,41166.73,15298366.0
2022-04-14,69550000,1973.52,54456877,15093123,22887,100.32,0.4703,106.91,1472.12,39935.52,15224845.0
2022-04-15,69700000,1974.54,54515971,15184029,22900,100.32,0.4703,106.91,1458.56,40553.46,15093123.0
2022-04-16,69850000,1974.54,54515971,15334029,22900,100.32,0.4703,106.91,1458.56,40424.48,15184029.0
2022-04-17,69850000,1974.54,54515971,15334029,22900,100.32,0.4703,108.28,1458.56,39716.95,15334029.0
2022-04-18,71000000,1978.5,54622919,16377081,22899,100.78,0.4703,108.16,1432.6,40826.21,15334029.0
2022-04-19,70750000,1949.84,53810509,16939491,22890,100.96,0.4703,104.0,1406.45,41502.75,16377081.0
2022-04-20,70200000,1957.41,54172818,16027182,22955,100.39,0.4703,103.08,1384.72,41374.38,16939491.0
2022-04-21,70400000,1951.49,54025447,16374553,22962,100.58,0.4703,104.34,1370.21,40527.36,16027182.0
2022-04-22,70500000,1929.73,53423039,17076961,22962,101.22,0.4703,102.42,1379.23,39740.32,16374553.0
2022-04-23,70350000,1929.73,53423039,16926961,22962,101.22,0.4703,102.42,1379.23,39486.73,17076961.0
2022-04-24,70350000,1929.73,53423039,16926961,22962,101.22,0.4703,101.16,1379.23,39469.29,16926961.0
2022-04-25,70250000,1897.69,52542901,17707099,22965,101.75,0.4703,99.2,1310.92,40458.31,16926961.0
2022-04-26,70150000,1905.56,52802158,17347842,22983,102.3,0.4703,102.58,1341.34,38117.46,17707099.0
2022-04-27,70050000,1886.12,52233923,17816077,22970,102.95,0.4703,102.41,1353.77,39241.12,17347842.0
2022-04-28,69900000,1894.34,52450147,17449853,22965,103.62,0.4703,105.56,1350.99,39773.83,17816077.0
2022-04-29,70350000,1896.4,52486606,17863394,22956,102.96,0.4703,104.78,1366.8,38609.82,17449853.0
2022-04-30,70350000,1896.4,52486606,17863394,22956,102.96,0.4703,104.78,1366.8,37714.88,17863394.0
2022-05-01,70350000,1896.4,52486606,17863394,22956,102.96,0.4703,105.17,1366.8,38469.09,17863394.0
2022-05-02,70350000,1862.77,51569305,18780695,22962,103.74,0.4703,105.7,1366.8,38529.33,17863394.0
2022-05-03,69950000,1867.79,51708280,18241720,22962,103.47,0.4703,103.86,1366.8,37750.45,18780695.0
2022-05-04,70100000,1880.92,52071773,18028227,22962,102.59,0.4703,108.61,1348.68,39698.37,18241720.0
2022-05-05,70350000,1876.84,51967873,18382127,22966,103.75,0.4703,109.09,1360.68,36575.14,18028227.0
2022-05-06,70450000,1882.96,52112358,18337642,22955,103.66,0.4703,110.95,1329.26,36040.92,18382127.0
2022-05-07,70450000,1882.96,52112358,18337642,22955,103.66,0.4703,110.95,1329.26,35501.95,18337642.0
2022-05-08,70450000,1882.96,52112358,18337642,22955,103.66,0.4703,109.47,1329.26,34059.27,18337642.0
2022-05-09,70300000,1853.92,51308653,18991347,22955,103.65,0.4703,103.03,1269.62,30296.95,18337642.0
2022-05-10,70150000,1838.14,50860849,19289151,22950,103.92,0.4703,99.08,1293.56,31022.91,18991347.0
2022-05-11,70200000,1852.12,51227575,18972425,22941,103.85,0.4703,105.97,1301.53,28936.36,19289151.0
2022-05-12,70300000,1821.72,50626148,19673852,23050,104.85,0.4703,107.23,1238.84,29047.75,18972425.0
2022-05-13,69800000,1811.15,50432851,19367149,23096,104.56,0.4703,110.3,1182.77,29283.1,19673852.0
2022-05-14,69500000,1811.15,50432851,19067149,23096,104.56,0.4703,110.3,1182.77,30101.27,19367149.0
2022-05-15,69500000,1811.15,50432851,19067149,23096,104.56,0.4703,111.44,1182.77,31305.11,19067149.0
2022-05-16,69250000,1823.79,50762833,18487167,23086,104.19,0.4703,113.67,1171.95,29862.92,19067149.0
2022-05-17,69250000,1814.67,50528680,18721320,23095,103.36,0.4703,112.83,1228.37,30425.86,18487167.0
2022-05-18,69250000,1815.61,50609579,18640421,23120,103.81,0.4703,107.35,1240.76,28720.27,18721320.0
2022-05-19,69250000,1841.72,51379576,17870424,23139,102.72,0.4703,110.89,1241.64,30314.33,18640421.0
2022-05-20,69800000,1845.68,51492276,18307724,23140,103.15,0.4703,112.04,1240.71,29200.74,17870424.0
2022-05-21,69850000,1845.68,51492276,18357724,23140,103.15,0.4703,112.04,1240.71,29432.23,18307724.0
2022-05-22,69850000,1845.68,51492276,18357724,23140,103.15,0.4703,111.89,1240.71,30323.72,18357724.0
2022-05-23,69950000,1853.22,51747320,18202680,23160,102.08,0.4703,111.23,1218.81,29098.91,18357724.0
2022-05-24,69900000,1865.9,52123879,17776121,23170,101.86,0.4703,112.06,1233.38,29655.59,18202680.0
2022-05-25,69100000,1852.83,51848124,17251876,23210,102.06,0.4703,112.13,1268.43,29562.36,17776121.0
2022-05-26,69300000,1850.02,51724881,17575119,23190,101.83,0.4703,115.45,1268.57,29267.22,17251876.0
2022-05-27,69550000,1852.73,51834157,17715843,23205,101.67,0.4703,116.45,1285.45,28627.57,17575119.0
2022-05-28,69500000,1852.73,51834157,17665843,23205,101.67,0.4703,116.45,1285.45,28814.9,17715843.0
2022-05-29,69500000,1852.73,51834157,17665843,23205,101.67,0.4703,116.86,1285.45,29445.96,17665843.0
2022-05-30,69300000,1856.21,51909138,17390862,23195,101.67,0.4703,118.83,1293.92,31726.39,17665843.0
2022-05-31,69300000,1837.09,51332362,17967638,23176,101.75,0.4703,116.2,1292.68,31792.31,17390862.0
2022-06-01,69300000,1845.55,51588779,17711221,23185,102.55,0.4703,114.22,1299.52,29799.08,17967638.0
2022-06-02,69450000,1868.13,52244734,17205266,23196,101.77,0.4703,118.45,1288.62,30467.49,17711221.0
2022-06-03,69700000,1850.77,51752545,17947455,23193,102.14,0.4703,121.43,1287.98,29704.39,17205266.0
2022-06-04,69650000,1850.77,51752545,17897455,23193,102.14,0.4703,121.43,1287.98,29832.91,17947455.0
2022-06-05,69650000,1850.77,51752545,17897455,23193,102.14,0.4703,121.19,1287.98,29906.66,17897455.0
2022-06-06,69500000,1841.0,51466031,18033969,23187,102.44,0.4703,119.83,1290.01,31370.67,17897455.0
2022-06-07,69600000,1851.97,51757073,17842927,23180,102.32,0.4703,120.27,1291.35,31155.48,18033969.0
2022-06-08,69600000,1853.26,51804297,17795703,23185,102.54,0.4703,122.86,1307.91,30214.36,17842927.0
2022-06-09,69700000,1847.61,51650817,18049183,23187,103.22,0.4703,122.0,1307.8,30112.0,17795703.0
2022-06-10,69450000,1870.96,52231394,17218606,23155,104.15,0.4703,121.08,1284.08,29083.8,18049183.0
2022-06-11,69650000,1870.96,52231394,17418606,23155,104.15,0.4703,121.08,1284.08,28360.81,17218606.0
2022-06-12,69650000,1870.96,52231394,17418606,23155,104.15,0.4703,119.34,1284.08,26762.65,17418606.0
2022-06-13,68650000,1818.77,50822653,17827347,23177,105.08,0.4703,121.02,1227.04,22487.39,17418606.0
2022-06-14,68400000,1808.1,50563736,17836264,23195,105.52,0.4703,118.97,1230.31,22206.79,17827347.0
2022-06-15,68450000,1833.38,51303850,17146150,23210,105.16,0.4703,117.14,1213.93,22572.84,17836264.0
2022-06-16,68600000,1856.71,52001469,16598531,23230,103.63,0.4703,117.38,1236.63,20381.65,17146150.0
2022-06-17,68750000,1839.35,51519698,17230302,23232,104.7,0.4703,111.42,1217.3,20471.48,16598531.0
2022-06-18,68650000,1839.35,51519698,17130302,23232,104.7,0.4703,111.42,1217.3,19017.64,17230302.0
2022-06-19,68650000,1839.35,51519698,17130302,23232,104.7,0.4703,111.42,1217.3,20553.27,17130302.0
2022-06-20,68650000,1838.29,51463411,17186589,23220,104.7,0.4703,111.2,1180.4,20599.54,17130302.0
2022-06-21,68650000,1832.56,51325093,17324907,23230,104.44,0.4703,111.47,1172.47,20710.6,17186589.0
2022-06-22,68550000,1837.39,51451507,17098493,23226,104.2,0.4703,105.97,1169.27,19987.03,17324907.0
2022-06-23,68700000,1822.43,51052365,17647635,23235,104.43,0.4703,106.44,1188.88,21085.88,17098493.0
2022-06-24,68600000,1826.18,51177230,17422770,23244,104.19,0.4703,109.16,1185.48,21231.66,17647635.0
2022-06-25,68650000,1826.18,51177230,17472770,23244,104.19,0.4703,109.16,1185.48,21502.34,17422770.0
2022-06-26,68650000,1826.18,51177230,17472770,23244,104.19,0.4703,108.33,1185.48,21027.29,17472770.0
2022-06-27,68650000,1822.73,51087140,17562860,23247,103.94,0.4703,112.11,1202.82,20735.48,17472770.0
2022-06-28,68650000,1819.69,50997547,17652453,23245,104.51,0.4703,113.64,1218.1,20280.63,17562860.0
2022-06-29,68650000,1817.11,50947150,17702850,23255,105.11,0.4703,111.39,1218.09,20104.02,17652453.0
2022-06-30,68650000,1806.89,50682392,17967608,23265,104.69,0.4703,107.75,1197.6,19784.73,17702850.0
2022-07-01,68650000,1810.18,50752850,17897150,23255,105.14,0.4703,109.94,1198.9,19269.37,17967608.0
2022-07-02,68650000,1810.18,50752850,17897150,23255,105.14,0.4703,109.94,1198.9,19242.26,17897150.0
2022-07-03,68650000,1810.18,50752850,17897150,23255,105.14,0.4703,109.5,1198.9,19297.08,17897150.0
2022-07-04,68650000,1809.12,50821283,17828717,23300,105.14,0.4703,111.67,1195.53,20231.26,17897150.0
2022-07-05,68650000,1764.35,49638069,19011931,23335,106.5,0.4703,102.28,1181.29,20190.12,17828717.0
2022-07-06,68650000,1738.3,48957575,19692425,23360,107.1,0.4703,99.25,1149.61,20548.25,19011931.0
2022-07-07,68450000,1739.61,49021736,19428264,23373,107.13,0.4703,103.78,1166.48,21637.59,19692425.0
2022-07-08,68600000,1741.82,49035712,19564288,23350,107.01,0.4703,105.8,1171.31,21731.12,19428264.0
2022-07-09,68550000,1741.82,49035712,19514288,23350,107.01,0.4703,105.8,1171.31,21592.21,19564288.0
2022-07-10,68550000,1741.82,49035712,19514288,23350,107.01,0.4703,105.16,1171.31,20860.45,19514288.0
2022-07-11,68200000,1733.67,48816724,19383276,23355,108.02,0.4703,103.81,1155.29,19970.56,19514288.0
2022-07-12,68250000,1725.81,48578757,19671243,23347,108.07,0.4703,94.94,1174.82,19323.91,19383276.0
2022-07-13,68200000,1735.23,48931782,19268218,23389,107.96,0.4703,96.34,1173.92,20212.07,19671243.0
2022-07-14,68200000,1709.45,48202750,19997250,23388,108.54,0.4703,96.56,1182.17,20569.92,19268218.0
2022-07-15,67950000,1706.78,48183022,19766978,23415,108.06,0.4703,97.41,1179.25,20836.33,19997250.0
2022-07-16,67950000,1706.78,48183022,19766978,23415,108.06,0.4703,97.41,1179.25,21190.32,19766978.0
2022-07-17,67950000,1706.78,48183022,19766978,23415,108.06,0.4703,96.89,1179.25,20779.34,19766978.0
2022-07-18,64500000,1709.01,48318092,16181908,23450,107.37,0.4703,101.67,1176.49,22485.69,19766978.0
2022-07-19,65300000,1711.07,48355704,16944296,23440,106.68,0.4703,102.95,1178.33,23389.43,16181908.0
2022-07-20,66500000,1696.43,47884702,18615298,23412,107.08,0.4703,102.08,1194.14,23231.73,16944296.0
2022-07-21,65200000,1718.49,48503240,16696760,23410,106.91,0.4703,98.51,1198.47,23164.63,18615298.0
2022-07-22,66400000,1726.46,48728188,17671812,23410,106.73,0.4703,97.49,1194.76,22714.98,16696760.0
2022-07-23,66200000,1726.46,48728188,17471812,23410,106.73,0.4703,97.49,1194.76,22465.48,17671812.0
2022-07-24,66200000,1726.46,48728188,17471812,23410,106.73,0.4703,97.05,1194.76,22609.16,17471812.0
2022-07-25,66500000,1718.78,48490703,18009297,23400,106.48,0.4703,98.31,1188.5,21361.7,17471812.0
2022-07-26,66000000,1717.0,48409433,17590567,23385,107.19,0.4703,97.52,1185.07,21239.75,18009297.0
